"id","line","code","name","hex","rgb","cmyk"
"1001","copicSketch","0","Colorless Blender","FFFFFF","255,255,255","0.00,0.00,0.00,0.00"
"1002","copicSketch","100","Black","0D0C0C","13,12,12","0,5,6,95"
"1003","copicSketch","110","Special Black","000000","0,0,0","0,0,0,100"
"1004","copicSketch","C-00","Cool Gray 00","E9F2F2","233,242,242","4,0,0,5"
"1005","copicSketch","C-0","Cool Gray 0","E5F0F0","229,240,240","4.5,0,0,6"
"1006","copicSketch","C-1","Cool Gray 1","DAE5E5","218,229,229","5,0,0,10"
"1007","copicSketch","C-2","Cool Gray 2","CAD9D9","202,217,217","7,0,0,15"
"1008","copicSketch","C-3","Cool Gray 3","BCCACC","188,202,204","8,1,0,20"
"1009","copicSketch","C-4","Cool Gray 4","9FB1B2","159,177,178","11,1,0,30"
"1010","copicSketch","C-5","Cool Gray 5","879799","135,151,153","12,1,0,40"
"1011","copicSketch","C-6","Cool Gray 6","6C7E80","108,126,128","15,1,0,50"
"1012","copicSketch","C-7","Cool Gray 7","4C5859","76,88,89","15,1,0,65"
"1013","copicSketch","C-8","Cool Gray 8","363F40","54,63,64","15,1,0,75"
"1014","copicSketch","C-9","Cool Gray 9","1F2626","31,38,38","18,1,0,85"
"1015","copicSketch","C-10","Cool Gray 10","0A0D0D","10,13,13","20,1,0,95"
"1016","copicSketch","N-0","Neutral Gray 0","EBEBEB","235,235,235","0,0,0,8"
"1017","copicSketch","N-1","Neutral Gray 1","E0E0E0","224,224,224","0,0,0,12"
"1018","copicSketch","N-2","Neutral Gray 2","D6D6D6","214,214,214","0,0,0,16"
"1019","copicSketch","N-3","Neutral Gray 3","CCCCCC","204,204,204","0,0,0,20"
"1020","copicSketch","N-4","Neutral Gray 4","B2B2B2","178,178,178","0,0,0,30"
"1021","copicSketch","N-5","Neutral Gray 5","999999","153,153,153","0,0,0,40"
"1022","copicSketch","N-6","Neutral Gray 6","808080","128,128,128","0,0,0,50"
"1023","copicSketch","N-7","Neutral Gray 7","595959","89,89,89","0,0,0,65"
"1024","copicSketch","N-8","Neutral Gray 8","404040","64,64,64","0,0,0,75"
"1025","copicSketch","N-9","Neutral Gray 9","262626","38,38,38","0,0,0,85"
"1026","copicSketch","N-10","Neutral Gray 10","0D0D0D","13,13,13","0,0,0,95"
"1027","copicSketch","T-0","Toner Gray 0","EBEBEB","235,235,235","0,0,0,8"
"1028","copicSketch","T-1","Toner Gray 1","E8E8E6","232,232,230","0,0,1,9"
"1029","copicSketch","T-2","Toner Gray 2","DEDED9","222,222,217","0,0,2,13"
"1030","copicSketch","T-3","Toner Gray 3","CCCCC4","204,204,196","0,0,4,20"
"1031","copicSketch","T-4","Toner Gray 4","B2B1AC","178,177,172","0,1,4,30"
"1032","copicSketch","T-5","Toner Gray 5","999791","153,151,145","0,1,5,40"
"1033","copicSketch","T-6","Toner Gray 6","807E79","128,126,121","0,1,5,50"
"1034","copicSketch","T-7","Toner Gray 7","595854","89,88,84","0,1,6,65"
"1035","copicSketch","T-8","Toner Gray 8","403F3C","64,63,60","0,1,6,75"
"1036","copicSketch","T-9","Toner Gray 9","262624","38,38,36","0,1,6,85"
"1037","copicSketch","T-10","Toner Gray 10","0D0D0C","13,13,12","0,1,6,95"
"1038","copicSketch","W-00","Warm Gray 00","F2F2E9","242,242,233","0,0,4,5"
"1039","copicSketch","W-0","Warm Gray 0","F2F2E7","242,242,231","0,0,5,5"
"1040","copicSketch","W-1","Warm Gray 1","E5E5DB","229,229,219","0,0,5,10"
"1041","copicSketch","W-2","Warm Gray 2","E5E5DF","229,229,223","0,0,3,10"
"1042","copicSketch","W-3","Warm Gray 3","CCCCC2","204,204,194","0,0,5,20"
"1043","copicSketch","W-4","Warm Gray 4","B2B2A8","178,178,168","0,0,6,30"
"1044","copicSketch","W-5","Warm Gray 5","999990","153,153,144","0,0,6,40"
"1045","copicSketch","W-6","Warm Gray 6","808077","128,128,119","0,0,7,50"
"1046","copicSketch","W-7","Warm Gray 7","595953","89,89,83","0,0,7,65"
"1047","copicSketch","W-8","Warm Gray 8","40403B","64,64,59","0,0,7,75"
"1048","copicSketch","W-9","Warm Gray 9","262623","38,38,35","0,0,8,85"
"1049","copicSketch","W-10","Warm Gray 10","0D0D0C","13,13,12","0,0,9,95"
"1050","copicSketch","B0000","Pale Celestine","F2FFFF","242,255,255","5,0,0,0"
"1051","copicSketch","B000","Pale Porcelain Blue","E8FFF5","232,255,245","9,0,4,0"
"1052","copicSketch","B00","Frost Blue","E5FFFA","229,255,250","10,0,2,0"
"1053","copicSketch","B01","Mint Blue","D9FFF2","217,255,242","15,0,5,0"
"1054","copicSketch","B02","Robin's Egg Blue","B8FFF2","184,255,242","28,0,5,0"
"1055","copicSketch","B04","Tahitian Blue","80FFEB","128,255,235","50,0,8,0"
"1056","copicSketch","B05","Process Blue","61FFED","97,255,237","62,0,7,0"
"1057","copicSketch","B06","Peacok Blue","19FFF2","25,255,242","90,0,5,0"
"1058","copicSketch","B12","Ice Blue","CCFAF2","204,250,242","20,2,5,0"
"1059","copicSketch","B14","Light Blue","80FFF2","128,255,242","50,0,5,0"
"1060","copicSketch","B16","Cyanine Blue","40FFF5","64,255,245","75,0,4,0"
"1061","copicSketch","B18","Lapis Lazuli","33A6FF","51,166,255","80,35,0,0"
"1062","copicSketch","B21","Baby Blue","E0FAFF","224,250,255","12,2,0,0"
"1063","copicSketch","B23","Phthalo Blue","99E0FF","153,224,255","40,12,0,0"
"1064","copicSketch","B24","Sky","94F5FF","148,245,255","42,4,0,0"
"1065","copicSketch","B26","Cobalt Blue","70D9FF","112,217,255","56,15,0,0"
"1066","copicSketch","B28","Royal Blue","216EFF","33,110,255","87,57,0,0"
"1067","copicSketch","B29","Ultramarine","008AFF","0,138,255","100,46,0,0"
"1068","copicSketch","B32","Pale Blue","E5FAFA","229,250,250","10,2,2,0"
"1069","copicSketch","B34","Manganese Blue","8AE8FF","138,232,255","46,9,0,0"
"1070","copicSketch","B37","Antwerp Blue","1975D6","25,117,214","90,54,16,0"
"1071","copicSketch","B39","Prussian Blue","2460F0","36,96,240","85,60,0,6"
"1072","copicSketch","B41","Powder Blue","E5FAFF","229,250,255","10,2,0,0"
"1073","copicSketch","B45","Smoky Blue","80E8FF","128,232,255","50,9,0,0"
"1074","copicSketch","B52","Soft Greenish Blue","ADD9D9","173,217,217","20,0,0,15"
"1075","copicSketch","B60","Pale Blue Gray","DEEBFF","222,235,255","13,8,0,0"
"1076","copicSketch","B63","Light Hydrangea","ABCCFF","171,204,255","33,20,0,0"
"1077","copicSketch","B66","Clematis","6194FF","97,148,255","62,42,0,0"
"1078","copicSketch","B69","Stratospheric Blue","195EFC","25,94,252","90,63,1,0"
"1079","copicSketch","B79","Iris","1926FF","25,38,255","90,85,0,0"
"1080","copicSketch","B91","Pale Grayish Blue","D9F0F2","217,240,242","15,6,5,0"
"1081","copicSketch","B93","Light Crockery Blue","99E0ED","153,224,237","40,12,7,0"
"1082","copicSketch","B95","Light Grayish Cobalt","73C4E0","115,196,224","55,23,12,0"
"1083","copicSketch","B97","Night Blue","3885B8","56,133,184","78,48,28,0"
"1084","copicSketch","B99","Agate","003DA1","0,61,161","100,76,37,0"
"1085","copicSketch","BG0000","Snow Green","F0FFF2","240,255,242","6,0,5,0"
"1086","copicSketch","BG000","Pale Aqua","E8FFED","232,255,237","9,0,7,0"
"1087","copicSketch","BG01","Aqua Blue","CCFAFF","204,250,255","20,2,0,0"
"1088","copicSketch","BG02","New Blue","C9FFEB","201,255,235","21,0,8,0"
"1089","copicSketch","BG05","Holiday Blue","8CFFE7","140,255,231","45,0,10,0"
"1090","copicSketch","BG07","Petroleum Blue","49F2CE","73,242,206","70,0,15,5"
"1091","copicSketch","BG09","Blue Green","37F0C7","55,240,199","77,0,17,6"
"1092","copicSketch","BG10","Cool Shadow","E0FFF0","224,255,240","12,0,6,0"
"1093","copicSketch","BG11","Moon White","D1FFF2","209,255,242","18,0,5,0"
"1094","copicSketch","BG13","Mint Green","C7FFE9","199,255,233","22,0,8,0"
"1095","copicSketch","BG15","Aqua","A3FFCC","163,255,204","36,0,20,0"
"1096","copicSketch","BG18","Teal Blue","54FF9C","84,255,156","67,0,39,0"
"1097","copicSketch","BG23","Coral Sea","BFFFD9","191,255,217","25,0,15,0"
"1098","copicSketch","BG32","Aqua Mint","BDFFD1","189,255,209","26,0,18,0"
"1099","copicSketch","BG34","Horizon Green","A6FFD4","166,255,212","35,0,17,0"
"1100","copicSketch","BG45","Nile Blue","B2FFDF","178,255,223","30,0,12,0"
"1101","copicSketch","BG49","Duck Blue","33FFAB","51,255,171","80,0,33,0"
"1102","copicSketch","BG53","Ice Mint","ADEBD7","173,235,215","32.03,8,16,0"
"1103","copicSketch","BG57","Sketch Jasper","6BF2B8","107,242,184","58,5,28,0"
"1104","copicSketch","BG70","Ocean Mist","DEF8F0","222,248,240","12.89,3,6,0"
"1105","copicSketch","BG72","Ice Ocean","75E3BD","117,227,189","54,11,26,0"
"1106","copicSketch","BG75","Abyss Green","4DAD8C","77,173,140","70,32,45,0"
"1107","copicSketch","BG78","Bronze","31775C","49,119,92","80,52,63,3"
"1108","copicSketch","BG90","Sketch Gray Sky","E9F2E6","233,242,230","6,2,7,3"
"1109","copicSketch","BG93","Green Gray","B6C4B0","182,196,176","12,5,15,19"
"1110","copicSketch","BG96","Bush","79B17F","121,177,127","35,5,32,27"
"1111","copicSketch","BG99","Flagstone Blue","66AD71","102,173,113","41,0,35,32"
"1112","copicSketch","BV0000","Sketch Pale Thistle","EDEBFF","237,235,255","7,8,0,0"
"1113","copicSketch","BV000","Iridescent Mauve","EBE3FF","235,227,255","8,11,0,0"
"1114","copicSketch","BV00","Mauve Shadow","E5E0FF","229,224,255","10,12,0,0"
"1115","copicSketch","BV01","Viola","C9D4FF","201,212,255","21,17,0,0"
"1116","copicSketch","BV02","Prune","ADC7FC","173,199,252","32,22,1,0"
"1117","copicSketch","BV04","Blue Berry","7AA5FF","122,165,255","52,35,0,0"
"1118","copicSketch","BV08","Blue Violet","9973FF","153,115,255","40,55,0,0"
"1119","copicSketch","BV11","Soft Violet","D9D9FF","217,217,255","15,15,0,0"
"1120","copicSketch","BV13","Hydrangea Blue","8099FF","128,153,255","50,40,0,0"
"1121","copicSketch","BV17","Deep Reddish Blue","638CF5","99,140,245","61,45,4,0"
"1122","copicSketch","BV20","Dull Lavender","D4E8FF","212,232,255","17,9,0,0"
"1123","copicSketch","BV23","Grayish Lavender","B4CEF0","180,206,240","25,14,0,6"
"1124","copicSketch","BV25","Grayish Violet","7486D2","116,134,210","54,47,17,1"
"1125","copicSketch","BV29","Slate","162B57","22,43,87","90,80,60,15"
"1126","copicSketch","BV31","Pale Lavender","E0EBFF","224,235,255","12,8,0,0"
"1127","copicSketch","BV34","Sketch Bluebell","9BA9C4","155,169,196","21,14,0,23"
"1128","copicSketch","E0000","Floral White","FFFAF5","255,250,245","0,2,4,0"
"1129","copicSketch","E000","Pale Fruit Pink","FFF5F0","255,245,240","0,4,6,0"
"1130","copicSketch","E00","Cotton Pearl","FFF2ED","255,242,237","0,5,7,0"
"1131","copicSketch","E01","Pink Flamingo","FFEDE8","255,237,232","0,7,9,0"
"1132","copicSketch","E02","Fruit Pink","FFEBE5","255,235,229","0,8,10,0"
"1133","copicSketch","E04","Lipstick Natural","E6B0D8","230,176,216","1,24,7,9"
"1134","copicSketch","E07","Light Mahogany","CE6C6C","206,108,108","5,50,50,15"
"1135","copicSketch","E08","Brown","CC4752","204,71,82","0,65,60,20"
"1136","copicSketch","E09","Burnt Sienna","DF4848","223,72,72","7,70,70,6"
"1137","copicSketch","E11","Barley Beige","FFE8DB","255,232,219","0,9,14,0"
"1138","copicSketch","E13","Light Suntan","E9C0B4","233,192,180","3,20,25,6"
"1139","copicSketch","E15","Dark Suntan","FFB08A","255,176,138","0,31,46,0"
"1140","copicSketch","E17","Reddish Brass","B1414F","177,65,79","30.2,75,69,0"
"1141","copicSketch","E18","Copper","73353D","115,53,61","50.98,77,74,8"
"1142","copicSketch","E19","Redwood","C22E19","194,46,25","24,82,90,0"
"1143","copicSketch","E21","Soft Sun","FFE0CC","255,224,204","0,12,20,0"
"1144","copicSketch","E23","Hazelnut","EDC8B6","237,200,182","7.03,21,29,0"
"1145","copicSketch","E25","Caribe Cocoa","D1977D","209,151,125","0,28,40,18"
"1146","copicSketch","E27","Milk Chocolate","8D6C5B","141,108,91","35,50,58,15"
"1147","copicSketch","E29","Burnt Umber","6B1F00","107,31,0","58,88,100,0"
"1148","copicSketch","E30","Bisque","F7F0E1","247,240,225","0,3,9,3"
"1149","copicSketch","E31","Brick Beige","F2E4CB","242,228,203","0,6,16,5"
"1150","copicSketch","E33","Sand","F2CDAE","242,205,174","0,15,28,5"
"1151","copicSketch","E34","Toast","F0C6A3","240,198,163","0,18,32,6"
"1152","copicSketch","E35","Chamois","E5BEA1","229,190,161","0,17,30,10"
"1153","copicSketch","E37","Sepia","C8824A","200,130,74","0,35,63,22"
"1154","copicSketch","E39","Leather","C45C1F","196,92,31","23,64,88,0"
"1155","copicSketch","E40","Brick White","F4E9DE","244,233,222","0,5,9,5"
"1156","copicSketch","E41","Pearl White","FFF0E5","255,240,229","0,6,10,0"
"1157","copicSketch","E42","Sand White","F2E9D8","242,233,216","0,4,11,5"
"1158","copicSketch","E43","Dull Ivory","E7DBB7","231,219,183","0,5,21,10"
"1159","copicSketch","E44","Clay","C3BBA6","195,187,166","10.8,14,24,14"
"1160","copicSketch","E47","Dark Brown","735749","115,87,73","0,24,36,55"
"1161","copicSketch","E49","Dark Bark","503E2C","80,62,44","46,58,70,42"
"1162","copicSketch","E50","Egg Shell","F5EDF7","245,237,247","4,7,3,0"
"1163","copicSketch","E51","Milky White","FFEBD9","255,235,217","0,8,15,0"
"1164","copicSketch","E53","Raw Silk","F2E6BB","242,230,187","0,5,23,5"
"1165","copicSketch","E55","Light Camel","F0DDB1","240,221,177","0,8,26,6"
"1166","copicSketch","E57","Light Walnut","A9744B","169,116,75","0,31,56,34"
"1167","copicSketch","E59","Walnut","907B65","144,123,101","36,45,55,12"
"1168","copicSketch","E70","Ash Rose","F2EDED","242,237,237","5,7,7,0"
"1169","copicSketch","E71","Champagne","E5DEDE","229,222,222","10,13,13,0"
"1170","copicSketch","E74","Cocoa Brown","997C7C","153,124,124","20,35,35,25"
"1171","copicSketch","E77","Maroon","6E5340","110,83,64","40,55,65,28"
"1172","copicSketch","E79","Cashew","261717","38,23,23","0,40,40,85"
"1173","copicSketch","E81","Ivory","EEEDBA","238,237,186","6.64,7,27,0"
"1174","copicSketch","E84","Sketch Khaki","A6A677","166,166,119","30,30,50,7"
"1175","copicSketch","E87","Fig","5D5B3F","93,91,63","50.39,52,67,26"
"1176","copicSketch","E89","Sketch Pecan","453C26","69,60,38","55,61,75,40"
"1177","copicSketch","E93","Tea Rose","FFCCBF","255,204,191","0,20,25,0"
"1178","copicSketch","E95","Tea Orange","FFB273","255,178,115","0,30,55,0"
"1179","copicSketch","E97","Deep Orange","F28C4D","242,140,77","5,45,70,0"
"1180","copicSketch","E99","Baked Clay","AB4205","171,66,5","33,74,98,0"
"1181","copicSketch","G0000","Crystal Opal","F2FFF2","242,255,242","5,0,5,0"
"1182","copicSketch","G000","Pale Green","EBFFEB","235,255,235","8,0,8,0"
"1183","copicSketch","G00","Jade Green","E5FFF5","229,255,245","10,0,4,0"
"1184","copicSketch","G02","Spectrum Green","CFFFCC","207,255,204","19,0,20,0"
"1185","copicSketch","G03","Meadow Green","B0FF80","176,255,128","31,0,50,0"
"1186","copicSketch","G05","Emerald Green","66FF4D","102,255,77","60,0,70,0"
"1187","copicSketch","G07","Nile Green","75FF4A","117,255,74","54,0,71,0"
"1188","copicSketch","G09","Veronese Green","73FF33","115,255,51","55,0,80,0"
"1189","copicSketch","G12","Sea Green","D1FFB8","209,255,184","18,0,28,0"
"1190","copicSketch","G14","Apple Green","91FF6E","145,255,110","43,0,57,0"
"1191","copicSketch","G16","Malachite","63FF79","99,255,121","61.2,0,53,0"
"1192","copicSketch","G17","Forest Green","34FF50","52,255,80","79.6,0,69,0"
"1193","copicSketch","G19","Bright Parrot Green","47FF61","71,255,97","72,0,62,0"
"1194","copicSketch","G20","Wax White","EDFFD4","237,255,212","7,0,17,0"
"1195","copicSketch","G21","Lime Green","C4FFC4","196,255,196","23,0,23,0"
"1196","copicSketch","G24","Willow","BFFFA1","191,255,161","25,0,37,0"
"1197","copicSketch","G28","Ocean Green","28C736","40,199,54","80,0,73,22"
"1198","copicSketch","G29","Pine Tree Green","2C943B","44,148,59","70,0,60,42"
"1199","copicSketch","G40","Dim Green","E5FFD9","229,255,217","10,0,15,0"
"1200","copicSketch","G43","Various Pistachio","D4FF91","212,255,145","17,0,43,0"
"1201","copicSketch","G46","Sketch Mistletoe","53C251","83,194,81","57,0,58,24"
"1202","copicSketch","G82","Spring Dim Green","CAE8AC","202,232,172","13,0,26,9"
"1203","copicSketch","G85","Verdigris","99DD99","153,221,153","31,0,31,13"
"1204","copicSketch","G94","Grayish Olive","8EBE75","142,190,117","43,24,53,2"
"1205","copicSketch","G99","Olive","50851B","80,133,27","40,0,80,48"
"1206","copicSketch","R0000","Pink Beryl","FFF2F2","255,242,242","0,5,5,0"
"1207","copicSketch","R000","Cherry White","FFF2F2","255,242,242","0,5,5,0"
"1208","copicSketch","R00","Pinkish White","FFF0F0","255,240,240","0,6,6,0"
"1209","copicSketch","R01","Pinkish Vanilla","FFDEE5","255,222,229","0,13,10,0"
"1210","copicSketch","R02","Rose Salmon","FFCCD4","255,204,212","0,20,17,0"
"1211","copicSketch","R05","Salmon Red","FF7887","255,120,135","0,53,47,0"
"1212","copicSketch","R08","Vermilion","FF4054","255,64,84","0,75,67,0"
"1213","copicSketch","R11","Pale Cherry Pink","FFDEDE","255,222,222","0,13,13,0"
"1214","copicSketch","R12","Light Tea Rose","FFCCCC","255,204,204","0,20,20,0"
"1215","copicSketch","R14","Light Rouge","FF85A8","255,133,168","0,48,34,0"
"1216","copicSketch","R17","Lipstick Orange","FF6670","255,102,112","0,60,56,0"
"1217","copicSketch","R20","Blush","FFD1E0","255,209,224","0,18,12,0"
"1218","copicSketch","R21","Sardonyx","FFB5C9","255,181,201","0,29,21,0"
"1219","copicSketch","R22","Light Prawn","FFA8C9","255,168,201","0,34,21,0"
"1220","copicSketch","R24","Prawn","FF5297","255,82,151","0,68,41,0"
"1221","copicSketch","R27","Cadmium Red","FF2978","255,41,120","0,84,53,0"
"1222","copicSketch","R29","Lipstick Red","FF0059","255,0,89","0,100,65,0"
"1223","copicSketch","R30","Pale Yellowish Pink","FFE0EB","255,224,235","0,12,8,0"
"1224","copicSketch","R32","Peach","FFB4CF","255,180,207","0,29,19,0"
"1225","copicSketch","R35","Coral","FF4DAD","255,77,173","0,70,32,0"
"1226","copicSketch","R37","Carmine","F34A90","243,74,144","0,70,41,5"
"1227","copicSketch","R39","Garnet","D027B6","208,39,182","4,82,16,15"
"1228","copicSketch","R43","Bougainvillaea","F766B2","247,102,178","3,60,30,0"
"1229","copicSketch","R46","Strong Red","EB268A","235,38,138","8,85,46,0"
"1230","copicSketch","R56","Currant","D762C1","215,98,193","3,56,13,13"
"1231","copicSketch","R59","Cardinal","B73197","183,49,151","3,74,20,26"
"1232","copicSketch","R81","Rose Pink","F6BDEF","246,189,239","0,23,3,4"
"1233","copicSketch","R83","Rose Mist","FA85ED","250,133,237","2,48,7,0"
"1234","copicSketch","R85","Rose Red","DA48D3","218,72,211","9,70,12,6"
"1235","copicSketch","R89","Dark Red","6E144E","110,20,78","28,87,49,40"
"1236","copicSketch","RV0000","Evening Primrose","F5EBFF","245,235,255","4,8,0,0"
"1237","copicSketch","RV000","Pale Purple","F7E0FF","247,224,255","3,12,0,0"
"1238","copicSketch","RV00","Water Lily","F5D6FF","245,214,255","4,16,0,0"
"1239","copicSketch","RV02","Sugared Almond Pink","FFCCFF","255,204,255","0,20,0,0"
"1240","copicSketch","RV04","Shock Pink","FF8CF2","255,140,242","0,45,5,0"
"1241","copicSketch","RV06","Cerise","FF66F2","255,102,242","0,60,5,0"
"1242","copicSketch","RV09","Fuchsia","EB4FFF","235,79,255","7.7,69,0,0"
"1243","copicSketch","RV10","Pale Pink","FFE8FF","255,232,255","0,9,0,0"
"1244","copicSketch","RV11","Pink","FFCFF2","255,207,242","0,19,5,0"
"1245","copicSketch","RV13","Tender Pink","FFBDF7","255,189,247","0,26,3,0"
"1246","copicSketch","RV14","Begonia Pink","FF78F2","255,120,242","0,53,5,0"
"1247","copicSketch","RV17","Deep Magenta","E561FF","229,97,255","10,62,0,0"
"1248","copicSketch","RV19","Red Violet","DB47FF","219,71,255","14,72,0,0"
"1249","copicSketch","RV21","Light Pink","FFE5F4","255,229,244","0,10,5,0"
"1250","copicSketch","RV23","Pure Pink","FFABEB","255,171,235","0,33,8,0"
"1251","copicSketch","RV25","Dog Rose Flower","FF78FF","255,120,255","0,53,0,0"
"1252","copicSketch","RV29","Crimson","FF21C4","255,33,196","0,87,23,0"
"1253","copicSketch","RV32","Shadow Pink","FFCCE0","255,204,224","0,20,12,0"
"1254","copicSketch","RV34","Dark Pink","FF9EC9","255,158,201","0,38,21,0"
"1255","copicSketch","RV42","Salmon Pink","FFADCC","255,173,204","0,32,20,0"
"1256","copicSketch","RV52","Various Cotton Candy","FFBDFF","255,189,255","0,26,0,0"
"1257","copicSketch","RV55","Hollyhock","F295FF","242,149,255","5.08,41,0,0"
"1258","copicSketch","RV63","Begonia","D293CE","210,147,206","17.58,42,19,0"
"1259","copicSketch","RV66","Raspberry","B650AE","182,80,174","27.73,68,31,1"
"1260","copicSketch","RV69","Peony","7B3F89","123,63,137","45,72,39,12"
"1261","copicSketch","RV91","Garyish Cherry","E9D0F5","233,208,245","5,15,0,4"
"1262","copicSketch","RV93","Smokey Purple","EDABF2","237,171,242","7,33,5,0"
"1263","copicSketch","RV95","Baby Blossoms","B575CC","181,117,204","23,50,13,8"
"1264","copicSketch","RV99","Argyle Purple","46385D","70,56,93","53,62,37,42"
"1265","copicSketch","V0000","Rose Quartz","F2F0FF","242,240,255","5,6,0,0"
"1266","copicSketch","V000","Pale Heath","EDE8FF","237,232,255","7,9,0,0"
"1267","copicSketch","V01","Heath","EBBAFC","235,186,252","8,27,1,0"
"1268","copicSketch","V04","Lilac","ED9CFF","237,156,255","7,39,0,0"
"1269","copicSketch","V05","Azalea","EB96FF","235,150,255","8,41,0,0"
"1270","copicSketch","V06","Lavender","D487FF","212,135,255","17,47,0,0"
"1271","copicSketch","V09","Violet","7536FF","117,54,255","54,79,0,0"
"1272","copicSketch","V12","Pale Lilac","F1D3FF","241,211,255","5.3,17,0,0"
"1273","copicSketch","V15","Mallow","D99EFF","217,158,255","15,38,0,0"
"1274","copicSketch","V17","Amethyst","9E91FF","158,145,255","38,43,0,0"
"1275","copicSketch","V20","Wisteria","E2E3FB","226,227,251","11.33,11,2,0"
"1276","copicSketch","V22","Sketch Ash Lavender","B5B5EB","181,181,235","23,23,0,8"
"1277","copicSketch","V25","Pale Blackberry","797DE5","121,125,229","52.73,51,10,0"
"1278","copicSketch","V28","Sketch Eggplant","5E5DA1","94,93,161","41.4,42,0,37"
"1279","copicSketch","V91","Pale Grape","EDBFED","237,191,237","7,25,7,0"
"1280","copicSketch","V93","Early Grape","EBBAFF","235,186,255","8,27,0,0"
"1281","copicSketch","V95","Light Grape","B569E3","181,105,227","29,59,11,0"
"1282","copicSketch","V99","Aubergine","261952","38,25,82","85,90,68,0"
"1283","copicSketch","Y0000","Yellow Fluorite","FFFFF2","255,255,242","0,0,5,0"
"1284","copicSketch","Y000","Pale Lemon","FFFFE5","255,255,229","0,0,10,0"
"1285","copicSketch","Y00","Barium Yellow","FFFFD9","255,255,217","0,0,15,0"
"1286","copicSketch","Y02","Canary Yellow","F5FF7D","245,255,125","4,0,51,0"
"1287","copicSketch","Y04","Acacia","E8F733","232,247,51","9,3,80,0"
"1288","copicSketch","Y06","Yellow","FFFF4D","255,255,77","0,0,70,0"
"1289","copicSketch","Y08","Acid Yellow","FFFF00","255,255,0","0,0,100,0"
"1290","copicSketch","Y11","Pale Yellow","FFFFBF","255,255,191","0,0,25,0"
"1291","copicSketch","Y13","Lemon Yellow","FAFF99","250,255,153","2,0,40,0"
"1292","copicSketch","Y15","Cadmium Yellow","FFF04F","255,240,79","0,6,69,0"
"1293","copicSketch","Y17","Golden Yellow","FFEB38","255,235,56","0,8,78,0"
"1294","copicSketch","Y18","Lightning Yellow","FFF738","255,247,56","0,3,78,0"
"1295","copicSketch","Y19","Napoli Yellow","FFF226","255,242,38","0,5,85,0"
"1296","copicSketch","Y21","Buttercup Yellow","FFF0B8","255,240,184","0,6,28,0"
"1297","copicSketch","Y23","Yellowish Beige","FCE5AD","252,229,173","1,10,32,0"
"1298","copicSketch","Y26","Mustard","EBE149","235,225,73","0,4,69,8"
"1299","copicSketch","Y28","Lionet Gold","C4AD52","196,173,82","23,32,68,0"
"1300","copicSketch","Y32","Cashmere","FADEC2","250,222,194","2,13,24,0"
"1301","copicSketch","Y35","Maize","FFD961","255,217,97","0,15,62,0"
"1302","copicSketch","Y38","Honey","FFD25C","255,210,92","0,18,64,0"
"1303","copicSketch","YG0000","Lily White","F2FFD9","242,255,217","5,0,15,0"
"1304","copicSketch","YG00","Mimosa Yellow","E3F787","227,247,135","11,3,47,0"
"1305","copicSketch","YG01","Green Bice","E5FFB2","229,255,178","10,0,30,0"
"1306","copicSketch","YG03","Yellow Green","DDFF94","221,255,148","13.5,0,42,0"
"1307","copicSketch","YG05","Salad","D2FF74","210,255,116","17.5,0,55,0"
"1308","copicSketch","YG06","Yellowish Green","BFFF73","191,255,115","25,0,55,0"
"1309","copicSketch","YG07","Acid Green","99FF19","153,255,25","40,0,90,0"
"1310","copicSketch","YG09","Lettuce Green","77FF33","119,255,51","53.2,0,80,0"
"1311","copicSketch","YG11","Mignonette","E3FFC4","227,255,196","11,0,23,0"
"1312","copicSketch","YG13","Chartreuse","CFFF85","207,255,133","18.8,0,48,0"
"1313","copicSketch","YG17","Grass Green","69FF1F","105,255,31","59,0,88,0"
"1314","copicSketch","YG21","Anise","F6FFAD","246,255,173","3.5,0,32,0"
"1315","copicSketch","YG23","New Leaf","E3FF74","227,255,116","11.1,0,55,0"
"1316","copicSketch","YG25","Celadon Green","C8FF57","200,255,87","21.4,0,66,0"
"1317","copicSketch","YG41","Pale Cobalt Green","D6FFCC","214,255,204","16,0,20,0"
"1318","copicSketch","YG45","Cobalt Green","B2FFA6","178,255,166","30,0,35,0"
"1319","copicSketch","YG61","Pale Moss","D6FAD1","214,250,209","16.02,2,18,0"
"1320","copicSketch","YG63","Pea Green","9DED8C","157,237,140","34,0,41,7"
"1321","copicSketch","YG67","Moss","7BED6B","123,237,107","48,0,55,7"
"1322","copicSketch","YG91","Putty","D9E5A6","217,229,166","15,10,35,0"
"1323","copicSketch","YG93","Grayish Yellow","CFE58C","207,229,140","19,10,45,0"
"1324","copicSketch","YG95","Pale Olive","C1CD3E","193,205,62","6,0,70,19"
"1325","copicSketch","YG97","Spanish Olive","7F8700","127,135,0","6,0,100,47"
"1326","copicSketch","YG99","Marine Green","3D6600","61,102,0","40,0,100,60"
"1327","copicSketch","YR0000","Pale Chiffon","FFF2E8","255,242,232","0,5,9,0"
"1328","copicSketch","YR000","Silk","FFEBDE","255,235,222","0,8,13,0"
"1329","copicSketch","YR00","Powder Pink","FFD1C4","255,209,196","0,18,23,0"
"1330","copicSketch","YR01","Peach Puff","FFD6C7","255,214,199","0,16,22,0"
"1331","copicSketch","YR02","Light Orange","FFD9CC","255,217,204","0,15,20,0"
