"id","line","code","name","hex","rgb","cmyk"
"4135","spectrumMarkers","LY3","LY3","F1F086","241,240,134","0,0,44,5"
"4136","spectrumMarkers","OR1","OR1","FDB062","253,176,98","0,30,61,1"
"4137","spectrumMarkers","OR2","OR2","FA8A62","250,138,98","0,45,61,2"
"4138","spectrumMarkers","OR3","OR3","FF806D","255,128,109","0,50,57,0"
"4139","spectrumMarkers","PL1","PL1","FCC2F5","252,194,245","0,23,3,1"
"4140","spectrumMarkers","PL2","PL2","E6ABED","230,171,237","2.95,28,0,7"
"4141","spectrumMarkers","PL3","PL3","7E268A","126,38,138","8.7,72,0,46"
"4142","spectrumMarkers","PL4","PL4","7639AE","118,57,174","32.18,67,0,32"
"4143","spectrumMarkers","PL5","PL5","803BAF","128,59,175","26.86,66,0,31"
"4144","spectrumMarkers","PP1","PP1","FFE4EB","255,228,235","0,11,8,0"
"4145","spectrumMarkers","PP2","PP2","FCC2EA","252,194,234","0,23,7,1"
"4146","spectrumMarkers","PP3","PP3","FED1F2","254,209,242","0,18,5,0"
"4147","spectrumMarkers","PP4","PP4","FEB7E1","254,183,225","0,28,11,0"
"4148","spectrumMarkers","PP5","PP5","FB8DBA","251,141,186","0,44,26,2"
"4149","spectrumMarkers","PP6","PP6","F97DD5","249,125,213","0,50,14,2"
"4150","spectrumMarkers","TB1","TB1","C1E7FC","193,231,252","23.41,8,0,1"
"4151","spectrumMarkers","TB2","TB2","DFECFD","223,236,253","11.86,7,0,1"
"4152","spectrumMarkers","TB3","TB3","87A8F5","135,168,245","44.9,31,0,4"
"4153","spectrumMarkers","TB4","TB4","2B79E5","43,121,229","81.22,47,0,10"
"4154","spectrumMarkers","TB5","TB5","226BDE","34,107,222","84.68,52,0,13"
"4155","spectrumMarkers","TB6","TB6","0A4EBD","10,78,189","94.71,59,0,26"
"4156","spectrumMarkers","TB7","TB7","0638A9","6,56,169","96.45,67,0,34"
"4157","spectrumMarkers","TB8","TB8","11549B","17,84,155","89.03,46,0,39"
"4158","spectrumMarkers","TB9","TB9","2A627D","42,98,125","66.4,22,0,51"
"4159","spectrumMarkers","TN1","TN1","FBFFE8","251,255,232","1.57,0,9,0"
"4160","spectrumMarkers","TN2","TN2","F8CF91","248,207,145","0,17,42,3"
"4161","spectrumMarkers","TN3","TN3","DD9A66","221,154,102","0,30,54,13"
"4162","spectrumMarkers","TN4","TN4","C56F4E","197,111,78","0,44,60,23"
"4163","spectrumMarkers","TN5","TN5","C48157","196,129,87","0,34,56,23"
"4164","spectrumMarkers","TN6","TN6","CF8153","207,129,83","0,38,60,19"
"4165","spectrumMarkers","TN7","TN7","A87766","168,119,102","0,29,39,34"
"4166","spectrumMarkers","TN8","TN8","895854","137,88,84","0,36,39,46"
"4167","spectrumMarkers","TN9","TN9","904F4D","144,79,77","0,45,47,44"
"4168","spectrumMarkers","TRUEBLACK","True Black","0D0C0C","13,12,12","0,8,8,95"
"5001","letrasetTria","R215","Red 215","885B64","136,91,100","0.00,26.47,33.09,46.67"
"5002","letrasetTria","R228","Red 228","F9BECA","249,190,202","0.00,18.88,23.69,2.35"
"5003","letrasetTria","R327","Red 327","CC86A0","204,134,160","0.00,21.57,34.31,20.00"
"5004","letrasetTria","R354","Red 354","B2144B","178,20,75","0.00,57.87,88.76,30.20"
"5005","letrasetTria","R414","Red 414","462B37","70,43,55","0.00,21.43,38.57,72.55"
"5006","letrasetTria","R424","Red 424","941C46","148,28,70","0.00,52.70,81.08,41.96"
"5007","letrasetTria","R445","Red 445","BC2C46","188,44,70","0.00,62.77,76.60,26.27"
"5008","letrasetTria","R455","Red 455","D12D4E","209,45,78","0.00,62.68,78.47,18.04"
"5009","letrasetTria","R465","Red 465","DA1E4A","218,30,74","0.00,66.06,86.24,14.51"
"5010","letrasetTria","R528","Red 528","EFB5BB","239,181,187","0.00,21.76,24.27,6.27"
"5011","letrasetTria","R547","Red 547","F69893","246,152,147","0.00,40.24,38.21,3.53"
"5012","letrasetTria","R555","Red 555","D01B49","208,27,73","0.00,64.90,87.02,18.43"
"5013","letrasetTria","R566","Red 566","DA2C4C","218,44,76","0.00,65.14,79.82,14.51"
"5014","letrasetTria","R616","Red 616","9A797B","154,121,123","0.00,20.13,21.43,39.61"
"5015","letrasetTria","R645","Red 645","892823","137,40,35","0.00,74.45,70.80,46.27"
"5016","letrasetTria","R666","Red 666","E42D49","228,45,73","0.00,67.98,80.26,10.59"
"5017","letrasetTria","R747","Red 747","F48C8D","244,140,141","0.00,42.21,42.62,4.31"
"5018","letrasetTria","R765","Red 765","E4263F","228,38,63","0.00,72.37,83.33,10.59"
"5019","letrasetTria","R766","Red 766","F05047","240,80,71","0.00,70.42,66.67,5.88"
"5020","letrasetTria","R775","Red 775","EB3030","235,48,48","0.00,79.57,79.57,7.84"
"5021","letrasetTria","R934","Red 934","994431","153,68,49","0.00,67.97,55.56,40.00"
"5022","letrasetTria","O124","Orange 124","6F331D","111,51,29","0.00,73.87,54.05,56.47"
"5023","letrasetTria","O138","Orange 138","E2B7AE","226,183,174","0.00,23.01,19.03,11.37"
"5024","letrasetTria","O177","Orange 177","F0552A","240,85,42","0.00,82.50,64.58,5.88"
"5025","letrasetTria","O225","Orange 225","763415","118,52,21","0.00,82.20,55.93,53.73"
"5026","letrasetTria","O228","Orange 228","FABEA9","250,190,169","0.00,32.40,24.00,1.96"
"5027","letrasetTria","O277","Orange 277","F26522","242,101,34","0.00,85.95,58.26,5.10"
"5028","letrasetTria","O324","Orange 324","794621","121,70,33","0.00,72.73,42.15,52.55"
"5029","letrasetTria","O345","Orange 345","CC642A","204,100,42","0.00,79.41,50.98,20.00"
"5030","letrasetTria","O346","Orange 346","DB6C2B","219,108,43","0.00,80.37,50.68,14.12"
"5031","letrasetTria","O377","Orange 377","F47521","244,117,33","0.00,86.48,52.05,4.31"
"5032","letrasetTria","O427","Orange 427","D3A178","211,161,120","0.00,43.13,23.70,17.25"
"5033","letrasetTria","O467","Orange 467","F6841F","246,132,31","0.00,87.40,46.34,3.53"
"5034","letrasetTria","O518","Orange 518","FAD4BC","250,212,188","0.00,24.80,15.20,1.96"
"5035","letrasetTria","O527","Orange 527","DBAB8A","219,171,138","0.00,36.99,21.92,14.12"
"5036","letrasetTria","O528","Orange 528","E6B19A","230,177,154","0.00,33.04,23.04,9.80"
"5037","letrasetTria","O535","Orange 535","A87745","168,119,69","0.00,58.93,29.17,34.12"
"5038","letrasetTria","O547","Orange 547","F99F3E","249,159,62","0.00,75.10,36.14,2.35"
"5039","letrasetTria","O567","Orange 567","F68D1F","246,141,31","0.00,87.40,42.68,3.53"
"5040","letrasetTria","O615","Orange 615","74614A","116,97,74","0.00,36.21,16.38,54.51"
"5041","letrasetTria","O618","Orange 618","F3D0C0","243,208,192","0.00,20.99,14.40,4.71"
"5042","letrasetTria","O628","Orange 628","F7C194","247,193,148","0.00,40.08,21.86,3.14"
"5043","letrasetTria","O646","Orange 646","CC832D","204,131,45","0.00,77.94,35.78,20.00"
"5044","letrasetTria","O727","Orange 727","C29E72","194,158,114","0.00,41.24,18.56,23.92"
"5045","letrasetTria","O729","Orange 729","FADEC0","250,222,192","0.00,23.20,11.20,1.96"
"5046","letrasetTria","O739","Orange 739","FDD09E","253,208,158","0.00,37.55,17.79,0.78"
"5047","letrasetTria","O819","Orange 819","F8E8D8","248,232,216","0.00,12.90,6.45,2.75"
"5048","letrasetTria","O837","Orange 837","D3AF82","211,175,130","0.00,38.39,17.06,17.25"
"5049","letrasetTria","O928","Orange 928","DBC195","219,193,149","0.00,31.96,11.87,14.12"
"5050","letrasetTria","O929","Orange 929","FEDBAB","254,219,171","0.00,32.68,13.78,0.39"
"5051","letrasetTria","O949","Orange 949","FAD18A","250,209,138","0.00,44.80,16.40,1.96"
"5052","letrasetTria","Y119","Yellow 119","F0E4D6","240,228,214","0.00,10.83,5.00,5.88"
"5053","letrasetTria","Y129","Yellow 129","F8DDCD","248,221,205","0.00,17.34,10.89,2.75"
"5054","letrasetTria","Y156","Yellow 156","FFC922","255,201,34","0.00,86.67,21.18,0.00"
"5055","letrasetTria","Y217","Yellow 217","EFE3C5","239,227,197","0.00,17.57,5.02,6.27"
"5056","letrasetTria","Y247","Yellow 247","FFE152","255,225,82","0.00,67.84,11.76,0.00"
"5057","letrasetTria","Y323","Yellow 323","AC8C02","172,140,2","0.00,98.84,18.60,32.55"
"5058","letrasetTria","Y334","Yellow 334","AFA400","175,164,0","0.00,100.00,6.29,31.37"
"5059","letrasetTria","Y337","Yellow 337","F9EE64","249,238,100","0.00,59.84,4.42,2.35"
"5060","letrasetTria","Y367","Yellow 367","FFD800","255,216,0","0.00,100.00,15.29,0.00"
"5061","letrasetTria","Y417","Yellow 417","FFFBC8","255,251,200","0.00,21.57,1.57,0.00"
"5062","letrasetTria","Y418","Yellow 418","FEF7E5","254,247,229","0.00,9.84,2.76,0.39"
"5063","letrasetTria","Y436","Yellow 436","DAD189","218,209,137","0.00,37.16,4.13,14.51"
"5064","letrasetTria","Y516","Yellow 516","D8C894","216,200,148","0.00,31.48,7.41,15.29"
"5065","letrasetTria","Y524","Yellow 524","8A831B","138,131,27","0.00,80.43,5.07,45.88"
"5066","letrasetTria","Y555","Yellow 555","E2DD1E","226,221,30","0.00,86.73,2.21,11.37"
"5067","letrasetTria","Y567+","Yellow 567","FFF200","255,242,0","0.00,100.00,5.10,0.00"
"5068","letrasetTria","Y616","Yellow 616","C5C2A3","197,194,163","0.00,17.26,1.52,22.75"
"5069","letrasetTria","Y635","Yellow 635","BBC22B","187,194,43","3.61,77.84,0.00,23.92"
"5070","letrasetTria","Y657","Yellow 657","FBEF0C","251,239,12","0.00,95.22,4.78,1.57"
"5071","letrasetTria","Y717","Yellow 717","E8E6C5","232,230,197","0.00,15.09,0.86,9.02"
"5072","letrasetTria","Y747","Yellow 747","FFF452","255,244,82","0.00,67.84,4.31,0.00"
"5073","letrasetTria","Y838","Yellow 838","F8F385","248,243,133","0.00,46.37,2.02,2.75"
"5074","letrasetTria","Y919","Yellow 919","F7F9D5","247,249,213","0.80,14.46,0.00,2.35"
"5075","letrasetTria","Y923","Yellow 923","878B58","135,139,88","2.88,36.69,0.00,45.49"
"5076","letrasetTria","G136","Green 136","A9B161","169,177,97","4.52,45.20,0.00,30.59"
"5077","letrasetTria","G149","Green 149","E6EFB8","230,239,184","3.77,23.01,0.00,6.27"
"5078","letrasetTria","G159","Green 159","E4EA8E","228,234,142","2.56,39.32,0.00,8.24"
"5079","letrasetTria","G178","Green 178","CDDC38","205,220,56","6.82,74.55,0.00,13.73"
"5080","letrasetTria","G258","Green 258","9ACC5B","154,204,91","24.51,55.39,0.00,20.00"
"5081","letrasetTria","G267","Green 267","7CC242","124,194,66","36.08,65.98,0.00,23.92"
"5082","letrasetTria","G268","Green 268","ABD262","171,210,98","18.57,53.33,0.00,17.65"
"5083","letrasetTria","G278","Green 278","A1CE5C","161,206,92","21.84,55.34,0.00,19.22"
"5084","letrasetTria","G338","Green 338","9BCF7C","155,207,124","25.12,40.10,0.00,18.82"
"5085","letrasetTria","G339","Green 339","CBE5BF","203,229,191","11.35,16.59,0.00,10.20"
"5086","letrasetTria","G346","Green 346","7FA43F","127,164,63","22.56,61.59,0.00,35.69"
"5087","letrasetTria","G356","Green 356","549534","84,149,52","43.62,65.10,0.00,41.57"
"5088","letrasetTria","G457","Green 457","6CC069","108,192,105","43.75,45.31,0.00,24.71"
"5089","letrasetTria","G555","Green 555","3BB34A","59,179,74","67.04,58.66,0.00,29.80"
"5090","letrasetTria","G619","Green 619","D7DFDB","215,223,219","3.59,1.79,0.00,12.55"
"5091","letrasetTria","G656","Green 656","00AB67","0,171,103","100.00,39.77,0.00,32.94"
"5092","letrasetTria","G724","Green 724","005B51","0,91,81","100.00,10.99,0.00,64.31"
"5093","letrasetTria","G757","Green 757","0AB285","10,178,133","94.38,25.28,0.00,30.20"
"5094","letrasetTria","G817","Green 817","88C8BC","136,200,188","32.00,6.00,0.00,21.57"
"5095","letrasetTria","G838","Green 838","7BCCC4","123,204,196","39.71,3.92,0.00,20.00"
"5096","letrasetTria","G917","Green 917","8CA1A2","140,161,162","13.58,0.00,0.62,36.47"
"5097","letrasetTria","G935","Green 935","006F66","0,111,102","100.00,8.11,0.00,56.47"
"5098","letrasetTria","G956","Green 956","00A994","0,169,148","100.00,12.43,0.00,33.73"
"5099","letrasetTria","C119","Cyan 119","CDE9E2","205,233,226","12.02,3.00,0.00,8.63"
"5100","letrasetTria","C217","Cyan 217","A6CCC5","166,204,197","18.63,3.43,0.00,20.00"
"5101","letrasetTria","C218","Cyan 218","B2D5CE","178,213,206","16.43,3.29,0.00,16.47"
"5102","letrasetTria","C426","Cyan 426","74A4A5","116,164,165","29.70,0.00,0.61,35.29"
"5103","letrasetTria","C435","Cyan 435","00807D","0,128,125","100.00,2.34,0.00,49.80"
"5104","letrasetTria","C528","Cyan 528","79C7D3","121,199,211","42.65,0.00,5.69,17.25"
"5105","letrasetTria","C538","Cyan 538","72CFE8","114,207,232","50.86,0.00,10.78,9.02"
"5106","letrasetTria","C555","Cyan 555","00B5CD","0,181,205","100.00,0.00,11.71,19.61"
"5107","letrasetTria","C618","Cyan 618","D1DEE8","209,222,232","9.91,0.00,4.31,9.02"
"5108","letrasetTria","C646","Cyan 646","05A3BC","5,163,188","97.34,0.00,13.30,26.27"
"5109","letrasetTria","C647","Cyan 647","57C7E8","87,199,232","62.50,0.00,14.22,9.02"
"5110","letrasetTria","C719","Cyan 719","D7E8F5","215,232,245","12.24,0.00,5.31,3.92"
"5111","letrasetTria","C824","Cyan 824","16687B","22,104,123","82.11,0.00,15.45,51.76"
"5112","letrasetTria","C838","Cyan 838","80CEF1","128,206,241","46.89,0.00,14.52,5.49"
"5113","letrasetTria","C847+","Cyan 847","00AEEF","0,174,239","100.00,0.00,27.20,6.27"
"5114","letrasetTria","C917","Cyan 917","82B8CB","130,184,203","35.96,0.00,9.36,20.39"
"5115","letrasetTria","C919","Cyan 919","DFE8F0","223,232,240","7.08,0.00,3.33,5.88"
"5116","letrasetTria","C928","Cyan 928","95D4F2","149,212,242","38.43,0.00,12.40,5.10"
"5117","letrasetTria","B117","Blue 117","6D98AC","109,152,172","36.63,0.00,11.63,32.55"
"5118","letrasetTria","B119","Blue 119","C7DCF2","199,220,242","17.77,0.00,9.09,5.10"
"5119","letrasetTria","B128","Blue 128","B4D2EE","180,210,238","24.37,0.00,11.76,6.67"
"5120","letrasetTria","B138","Blue 138","9AD8F4","154,216,244","36.89,0.00,11.48,4.31"
"5121","letrasetTria","B156","Blue 156","00A0E3","0,160,227","100.00,0.00,29.52,10.98"
"5122","letrasetTria","B234","Blue 234","005E85","0,94,133","100.00,0.00,29.32,47.84"
"5123","letrasetTria","B237","Blue 237","73C4EA","115,196,234","50.85,0.00,16.24,8.24"
"5124","letrasetTria","B318","Blue 318","A0CCED","160,204,237","32.49,0.00,13.92,7.06"
"5125","letrasetTria","B336","Blue 336","179BD7","23,155,215","89.30,0.00,27.91,15.69"
"5126","letrasetTria","B528","Blue 528","BAC9E7","186,201,231","19.48,0.00,12.99,9.41"
"5127","letrasetTria","B534","Blue 534","0062A4","0,98,164","100.00,0.00,40.24,35.69"
"5128","letrasetTria","B544","Blue 544","006BB7","0,107,183","100.00,0.00,41.53,28.24"
"5129","letrasetTria","B545","Blue 545","0094D7","0,148,215","100.00,0.00,31.16,15.69"
"5130","letrasetTria","B546","Blue 546","007CC3","0,124,195","100.00,0.00,36.41,23.53"
"5131","letrasetTria","B836","Blue 836","6887C4","104,135,196","46.94,0.00,31.12,23.14"
"5132","letrasetTria","B845","Blue 845","1059A4","16,89,164","90.24,0.00,45.73,35.69"
"5133","letrasetTria","B944","Blue 944","3855A0","56,85,160","65.00,0.00,46.88,37.25"
"5134","letrasetTria","V127","Violet 127","99A0D1","153,160,209","26.79,0.00,23.44,18.04"
"5135","letrasetTria","V245","Violet 245","6063AD","96,99,173","44.51,0.00,42.77,32.16"
"5136","letrasetTria","V254","Violet 254","393794","57,55,148","61.49,0.00,62.84,41.96"
"5137","letrasetTria","V264","Violet 264","184B96","24,75,150","84.00,0.00,50.00,41.18"
"5138","letrasetTria","V464","Violet 464","513E98","81,62,152","46.71,0.00,59.21,40.39"
"5139","letrasetTria","V518","Violet 518","D6C7DF","214,199,223","4.04,0.00,10.76,12.55"
"5140","letrasetTria","V524","Violet 524","481B4C","72,27,76","5.26,0.00,64.47,70.20"
"5141","letrasetTria","V528","Violet 528","CCACD2","204,172,210","2.86,0.00,18.10,17.65"
"5142","letrasetTria","V534","Violet 534","522F91","82,47,145","43.45,0.00,67.59,43.14"
"5143","letrasetTria","V546","Violet 546","A154A0","161,84,160","0.00,0.62,47.83,36.86"
"5144","letrasetTria","V555","Violet 555","8253A2","130,83,162","19.75,0.00,48.77,36.47"
"5145","letrasetTria","V564","Violet 564","782B90","120,43,144","16.67,0.00,70.14,43.53"
"5146","letrasetTria","V715","Violet 715","624869","98,72,105","6.67,0.00,31.43,58.82"
"5147","letrasetTria","V718","Violet 718","DAC0DC","218,192,220","0.91,0.00,12.73,13.73"
"5148","letrasetTria","V746","Violet 746","C58EC0","197,142,192","0.00,2.54,27.92,22.75"
"5149","letrasetTria","M128","Magenta 128","F4C8DE","244,200,222","0.00,9.02,18.03,4.31"
"5150","letrasetTria","M137","Magenta 137","DF95BF","223,149,191","0.00,14.35,33.18,12.55"
"5151","letrasetTria","M328","Magenta 328","F3B6D3","243,182,211","0.00,13.17,25.10,4.71"
"5152","letrasetTria","M337","Magenta 337","EE80B3","238,128,179","0.00,24.79,46.22,6.67"
"5153","letrasetTria","M544","Magenta 544","961059","150,16,89","0.00,40.67,89.33,41.18"
"5154","letrasetTria","M555","Magenta 555","DA579F","218,87,159","0.00,27.06,60.09,14.51"
"5155","letrasetTria","M644","Magenta 644","AB0576","171,5,118","0.00,30.99,97.08,32.94"
"5156","letrasetTria","M647","Magenta 647","F172AC","241,114,172","0.00,28.63,52.70,5.49"
"5157","letrasetTria","M727","Magenta 727","F099BB","240,153,187","0.00,22.08,36.25,5.88"
"5158","letrasetTria","M865","Magenta 865","E40770","228,7,112","0.00,50.88,96.93,10.59"
"5159","letrasetTria","M965","Magenta 965","EC008D","236,0,141","0.00,40.25,100.00,7.45"
"5160","letrasetTria","WG01","Warm Grey 01","5F534A","95,83,74","0.00,22.11,12.63,62.75"
"5161","letrasetTria","WG02","Warm Grey 02","806F66","128,111,102","0.00,20.31,13.28,49.80"
"5162","letrasetTria","WG03","Warm Grey 03","94837C","148,131,124","0.00,16.22,11.49,41.96"
"5163","letrasetTria","WG04","Warm Grey 04","AB9A92","171,154,146","0.00,14.62,9.94,32.94"
"5164","letrasetTria","WG05","Warm Grey 05","BDACA3","189,172,163","0.00,13.76,8.99,25.88"
"5165","letrasetTria","WG06","Warm Grey 06","CCC0B8","204,192,184","0.00,9.80,5.88,20.00"
"5166","letrasetTria","WG07","Warm Grey 07","D5C9C4","213,201,196","0.00,7.98,5.63,16.47"
"5167","letrasetTria","WG08","Warm Grey 08","E0D7D1","224,215,209","0.00,6.70,4.02,12.16"
"5168","letrasetTria","WG09","Warm Grey 09","EEE4E0","238,228,224","0.00,5.88,4.20,6.67"
"5169","letrasetTria","WG10","Warm Grey 10","F9F2F4","249,242,244","0.00,2.01,2.81,2.35"
"5170","letrasetTria","NG01","Neutral Grey 01","5E5C5B","94,92,91","0.00,3.19,2.13,63.14"
"5171","letrasetTria","NG02","Neutral Grey 02","828182","130,129,130","0.00,0.00,0.77,49.02"
"5172","letrasetTria","NG03","Neutral Grey 03","9B9A9B","155,154,155","0.00,0.00,0.65,39.22"
"5173","letrasetTria","NG04","Neutral Grey 04","BEBCB9","190,188,185","0.00,2.63,1.05,25.49"
"5174","letrasetTria","NG05","Neutral Grey 05","CFCDCB","207,205,203","0.00,1.93,0.97,18.82"
"5175","letrasetTria","NG06","Neutral Grey 06","D8D8D3","216,216,211","0.00,2.31,0.00,15.29"
"5176","letrasetTria","NG07","Neutral Grey 07","E9E5E1","233,229,225","0.00,3.43,1.72,8.63"
"5177","letrasetTria","NG08","Neutral Grey 08","F1EEEC","241,238,236","0.00,2.07,1.24,5.49"
"5178","letrasetTria","NG09","Neutral Grey 09","F4F2EF","244,242,239","0.00,2.05,0.82,4.31"
"5179","letrasetTria","NG10","Neutral Grey 10","F6F5F3","246,245,243","0.00,1.22,0.41,3.53"
"5180","letrasetTria","CG01","Cool Grey 01","4C5455","76,84,85","10.59,0.00,1.18,66.67"
"5181","letrasetTria","CG02","Cool Grey 02","676A74","103,106,116","11.21,0.00,8.62,54.51"
"5182","letrasetTria","CG03","Cool Grey 03","82868C","130,134,140","7.14,0.00,4.29,45.10"
"5183","letrasetTria","CG04","Cool Grey 04","9FA3A7","159,163,167","4.79,0.00,2.40,34.51"
"5184","letrasetTria","CG05","Cool Grey 05","B2B4B8","178,180,184","3.26,0.00,2.17,27.84"
"5185","letrasetTria","CG06","Cool Grey 06","D8D8D3","216,216,211","0.00,2.31,0.00,15.29"
"5186","letrasetTria","CG07","Cool Grey 07","D6D5D5","214,213,213","0.00,0.47,0.47,16.08"
"5187","letrasetTria","CG08","Cool Grey 08","E0DFE0","224,223,224","0.00,0.00,0.45,12.16"
"5188","letrasetTria","CG09","Cool Grey 09","F4F2EF","244,242,239","0.00,2.05,0.82,4.31"
"5189","letrasetTria","CG10","Cool Grey 10","F6F5F3","246,245,243","0.00,1.22,0.41,3.53"
"5190","letrasetTria","IG01","Ice Grey 01","444B66","68,75,102","33.33,0.00,26.47,60.00"
"5191","letrasetTria","IG02","Ice Grey 02","5F667D","95,102,125","24.00,0.00,18.40,50.98"
"5192","letrasetTria","IG05","Ice Grey 05","A1A2B2","161,162,178","9.55,0.00,8.99,30.20"
"5193","letrasetTria","IG08","Ice Grey 08","CECBD8","206,203,216","4.63,0.00,6.02,15.29"
"5194","letrasetTria","IG09","Ice Grey 09","DFDEE8","223,222,232","3.88,0.00,4.31,9.02"
"5195","letrasetTria","BK","Black","494539","73,69,57","0.00,21.92,5.48,71.37"
"5196","letrasetTria","XB","Extra Black","312E35","49,46,53","7.55,0.00,13.21,79.22"
"5197","letrasetTria","PB+","Process Black","000000","0,0,0","100.0,100.0,100.0,100.00"
"5198","letrasetTria","BB","Blue-Black","343443","52,52,67","22.39,0.00,22.39,73.73"
"5199","letrasetTria","IB","Illustrator Black","2E2C2D","46,44,45","0.00,2.17,4.35,81.96"
"5200","letrasetTria","BL","Blender","FFFFFF","255,255,255","0.00,0.00,0.00,0.00"
"6001","winsorPromarker","Y418","Ivory","FFF8EB","255,248,235","0.00,7.84,2.75,0.00"
"6002","winsorPromarker","Y919","Primrose","FCFADD","252,250,221","0.00,12.30,0.79,1.18"
"6003","winsorPromarker","Y417","Buttercup","FFF8D0","255,248,208","0.00,18.43,2.75,0.00"
"6004","winsorPromarker","Y828","Soft Lime","FCF3BB","252,243,187","0.00,25.79,3.57,1.18"
"6005","winsorPromarker","Y337","Tulip Yellow","F9E666","249,230,102","0.00,59.04,7.63,2.35"
"6006","winsorPromarker","Y747","Lemon","FCE556","252,229,86","0.00,65.87,9.13,1.18"
"6007","winsorPromarker","Y657","Yellow","F8E115","248,225,21","0.00,91.53,9.27,2.75"
"6008","winsorPromarker","Y367","Canary","FCD200","252,210,0","0.00,100.00,16.67,1.18"
"6009","winsorPromarker","Y156","Sunflower","FDC919","253,201,25","0.00,90.12,20.55,0.78"
"6010","winsorPromarker","0819","Almond","FBEDE0","251,237,224","0.00,10.76,5.58,1.57"
"6011","winsorPromarker","O729","Blush","FBE5CA","251,229,202","0.00,19.52,8.76,1.57"
"6012","winsorPromarker","O739","Saffron","FFD8A8","255,216,168","0.00,34.12,15.29,0.00"
"6013","winsorPromarker","O929","Vanilla","FFE1B5","255,225,181","0.00,29.02,11.76,0.00"
"6014","winsorPromarker","O949","Pastel Yellow","FBD791","251,215,145","0.00,42.23,14.34,1.57"
"6015","winsorPromarker","O948","Mustard","FBC771","251,199,113","0.00,54.98,20.72,1.57"
"6016","winsorPromarker","O628","Oatmeal","FBCA9C","251,202,156","0.00,37.85,19.52,1.57"
"6017","winsorPromarker","O538","Apricot","FFBA70","255,186,112","0.00,56.08,27.06,0.00"
"6018","winsorPromarker","O547","Honeycomb","FAA439","250,164,57","0.00,77.20,34.40,1.96"
"6019","winsorPromarker","O555","Gold","FBAF2B","251,175,43","0.00,82.87,30.28,1.57"
"6020","winsorPromarker","O567","Amber","F4951D","244,149,29","0.00,88.11,38.93,4.31"
"6021","winsorPromarker","O467","Pumpkin","F18001","241,128,1","0.00,99.59,46.89,5.49"
"6022","winsorPromarker","O136","Ginger","EF9F59","239,159,89","0.00,62.76,33.47,6.27"
"6023","winsorPromarker","O177","Bright Orange","EA4B16","234,75,22","0.00,90.60,67.95,8.24"
"6024","winsorPromarker","O277","Mandarin","EC5C03","236,92,3","0.00,98.73,61.02,7.45"
"6025","winsorPromarker","R866","Orange","F36237","243,98,55","0.00,77.37,59.67,4.71"
"6026","winsorPromarker","O346","Spice","D96314","217,99,20","0.00,90.78,54.38,14.90"
"6027","winsorPromarker","R946","Burnt Orange","C92C2C","201,44,44","0.00,78.11,78.11,21.18"
"6028","winsorPromarker","Y129","Satin","FBE4D6","251,228,214","0.00,14.74,9.16,1.57"
"6029","winsorPromarker","O518","Dusky Pink","FDDDC6","253,221,198","0.00,21.74,12.65,0.78"
"6030","winsorPromarker","O618","Putty","F6D9CA","246,217,202","0.00,17.89,11.79,3.53"
"6031","winsorPromarker","O228","Sunkissed Pink","FFC8B3","255,200,179","0.00,29.80,21.57,0.00"
"6032","winsorPromarker","R937","Coral","E39E8B","227,158,139","0.00,38.77,30.40,10.98"
"6033","winsorPromarker","O138","Soft Peach","FDC9BA","253,201,186","0.00,26.48,20.55,0.78"
"6034","winsorPromarker","O148","Peach","FD9467","253,148,103","0.00,59.29,41.50,0.78"
"6035","winsorPromarker","O248","Mango","FC8C5D","252,140,93","0.00,63.10,44.44,1.18"
"6036","winsorPromarker","R738","Pastel Pink","FFCDC5","255,205,197","0.00,22.75,19.61,0.00"
"6037","winsorPromarker","R438","Cocktail Pink","FFB9BD","255,185,189","0.00,25.88,27.45,0.00"
"6038","winsorPromarker","R547","Salmon Pink","FFA6A2","255,166,162","0.00,36.47,34.90,0.00"
"6039","winsorPromarker","R346","Antique Pink","E7728B","231,114,139","0.00,39.83,50.65,9.41"
"6040","winsorPromarker","R576","Lipstick Red","EE4652","238,70,82","0.00,65.55,70.59,6.67"
"6041","winsorPromarker","R666","Red","DE2D3F","222,45,63","0.00,71.62,79.73,12.94"
"6042","winsorPromarker","R665","Berry Red","CC2D3D","204,45,61","0.00,70.10,77.94,20.00"
"6043","winsorPromarker","R455","Ruby","CE2D46","206,45,70","0.00,66.02,78.16,19.22"
"6044","winsorPromarker","R565","Poppy","CF2A40","207,42,64","0.00,69.08,79.71,18.82"
"6045","winsorPromarker","R445","Crimson","972546","151,37,70","0.00,53.64,75.50,40.78"
"6046","winsorPromarker","R244","Cardinal Red","BB0047","187,0,71","0.00,62.03,100.00,26.67"
"6047","winsorPromarker","R424","Burgundy","972546","151,37,70","0.00,53.64,75.50,40.78"
"6048","winsorPromarker","M428","Blossom","FAD2E8","250,210,232","0.00,7.20,16.00,1.96"
"6049","winsorPromarker","M544","Maroon","9C145A","156,20,90","0.00,42.31,87.18,38.82"
"6050","winsorPromarker","R519","Pale Pink","FEDCE7","254,220,231","0.00,9.06,13.39,0.39"
"6051","winsorPromarker","R228","Baby Pink","FFCBD9","255,203,217","0.00,14.90,20.39,0.00"
"6052","winsorPromarker","M727","Rose Pink","F09EC3","240,158,195","0.00,18.75,34.17,5.88"
